iter	R2	RMSE
888	0.9450180992	0.8051610025
889	0.9450304798	0.8050703462
890	0.9450448414	0.8049651706
891	0.9450666743	0.8048052543
892	0.9450810554	0.8046999017
893	0.9450948	0.8045991988
894	0.9451117446	0.8044750334
895	0.9451224349	0.8043966881
896	0.9451498828	0.8041954968
897	0.9451668129	0.8040713752
898	0.9451833886	0.8039498334
899	0.9452130602	0.8037322196
900	0.9452228863	0.8036601414
901	0.9452454038	0.8034949421
902	0.9452695247	0.8033179418
903	0.945293407	0.8031426543
904	0.9453093709	0.8030254632
905	0.9453370759	0.8028220404
906	0.9453660497	0.802609246
907	0.9453750831	0.8025428899
908	0.9453863593	0.8024600513
909	0.9454085419	0.8022970659
910	0.9454253163	0.8021737949
911	0.9454348953	0.8021033933
912	0.9454484727	0.8020035934
913	0.9454656225	0.8018775169
914	0.9454814173	0.8017613851
915	0.9454977099	0.8016415749
916	0.9455123775	0.8015336993
917	0.9455223781	0.8014601397
918	0.9455448543	0.8012947905
919	0.9455724782	0.801091525
920	0.9455960644	0.8009179296
921	0.9456064713	0.8008413222
922	0.9456205995	0.8007373102
923	0.9456326989	0.8006482233
924	0.945644127	0.8005640699
925	0.9456669027	0.8003963294
926	0.945679519	0.8003033969
927	0.9456991338	0.8001588918
928	0.9457146063	0.8000448851
929	0.9457349581	0.7998949008
930	0.9457499647	0.7997842906
931	0.9457592914	0.7997155381
932	0.9457841098	0.7995325583
933	0.9457948677	0.7994532298
934	0.9458194438	0.7992719772
935	0.945835337	0.79915474
936	0.9458541317	0.799016078
937	0.9458704702	0.798895517
938	0.9458902968	0.7987491941
939	0.9459122871	0.7985868708
940	0.9459331977	0.7984324866
941	0.9459459207	0.798338538
942	0.9459671985	0.7981813937
943	0.9459792331	0.7980924998
944	0.9459962111	0.7979670755
945	0.9460154598	0.797824852
946	0.9460399561	0.7976438192
947	0.9460518485	0.7975559165
948	0.946070252	0.797419869
949	0.9460829671	0.7973258591
950	0.9461016981	0.7971873495
951	0.9461099159	0.7971265743
952	0.9461221522	0.7970360715
953	0.9461351421	0.7969399829
954	0.946154737	0.7967950151
955	0.9461688853	0.7966903255
956	0.9461848633	0.796572081
957	0.946207148	0.7964071352
958	0.9462280722	0.7962522279
959	0.9462510521	0.7960820667
960	0.9462641709	0.7959849092
961	0.9462768391	0.795891077
962	0.9462880134	0.7958083005
963	0.9463096828	0.7956477554
964	0.9463380661	0.7954374187
965	0.9463516198	0.795336958
966	0.9463699516	0.7952010619
967	0.9464055506	0.794937096
968	0.946418013	0.7948446661
969	0.9464323258	0.7947384999
970	0.9464460637	0.7946365847
971	0.9464568704	0.7945564055
972	0.9464813033	0.7943750976
973	0.9464956174	0.7942688591
974	0.946519171	0.7940940142
975	0.9465352429	0.7939746857
976	0.9465448238	0.7939035419
977	0.9465622622	0.7937740364
978	0.9465819082	0.7936281105
979	0.9465908013	0.7935620453
980	0.9466135874	0.793392748
981	0.9466367413	0.7932206799
982	0.9466530238	0.7930996548
983	0.9466660921	0.7930025068
984	0.946680714	0.7928937961
985	0.9466890238	0.7928320074
986	0.9467041531	0.7927194987
987	0.9467192283	0.7926073771
988	0.9467355057	0.7924862962
989	0.9467480185	0.7923932062
990	0.9467599201	0.7923046529
991	0.9467706958	0.7922244682
992	0.9467888622	0.7920892688
993	0.9468081658	0.7919455814
994	0.9468255724	0.7918159923
995	0.9468372663	0.7917289211
996	0.9468604162	0.7915565217
997	0.9468835962	0.79138386
998	0.9468957743	0.7912931344
999	0.9469078005	0.7912035292
