snr,scenario_encoded,biosensor_type_encoded,noise_preset_encoded,detection_rate,fnr,ttd
12.54136234617454,2,3,0,1.0,0.0804351921267963,2258.33258499016
3.762643206200816,2,2,0,1.0,0.1167575411500231,391.3187651133525
23.77542488559222,1,3,2,1.0,0.0139543261510658,2826.522153525671
23.84411542562015,2,0,2,0.997229916897507,0.0,333.5717618074061
21.981714196850287,2,3,2,1.0,0.058970539649254,579.4770043669074
20.10201588172297,0,3,2,1.0,0.0256650288017379,886.0334045828444
23.758523527334823,0,2,2,1.0,0.0437010282830783,2520.015917740297
13.214417197338848,0,1,0,1.0,0.0513121584731075,3053.2685557354603
16.307721780456564,1,3,2,1.0,0.0037577990054502,3502.664602187528
14.726236854655692,1,2,0,1.0,0.0134847312325639,770.1491127876537
16.993490490153594,2,1,2,1.0,0.0457925446659943,76.53413935764975
21.671181445764848,1,2,2,1.0,0.0051262542652189,1817.5644083462355
18.41466406532751,0,1,2,1.0,0.0809283957843936,2744.199516674142
21.9140829154038,0,3,2,1.0,0.0634851903998604,155.65808296847135
23.48072253500588,1,2,2,1.0,0.0092700313233437,1062.852750920877
17.35181202267474,2,1,0,1.0,0.0393052736810898,3155.2467828263675
16.56897800884183,2,2,0,1.0,0.0468118046287286,3916.531783319053
17.65960043611611,0,1,0,1.0,0.047351975608301,1901.4953655427787
17.002107213750442,1,1,0,1.0,0.0135991099974748,3797.8143652119375
17.16988591041354,0,3,2,1.0,0.0679215549885938,1927.8884934380908
16.607863026141466,1,3,2,1.0,0.0123874965714696,1422.455871121564
-4.122596614567627,1,3,0,0.997229916897507,0.0023409858817021,7146.327909674263
6.594933098363168,0,2,2,1.0,0.0745711437215513,4798.628294343051
17.843694210676993,1,0,0,0.997229916897507,0.0188405055381819,3596.290061905326
23.4570276085432,2,2,2,1.0,0.0058762848628505,3728.981391767753
22.267100380137197,1,0,2,1.0,0.0387560728796017,3516.6897367281904
22.0276354607706,1,1,2,1.0,0.0068220532744367,3770.406409219566
4.637053493856544,2,1,2,1.0,0.0924583981817501,4509.574884532438
23.03566217007854,0,0,2,0.997229916897507,0.0280882416222559,2020.765062465003
8.897275959799236,0,1,2,1.0,0.0701402155268384,973.682768903325
9.278018396439975,0,1,2,0.997229916897507,0.0508388720899225,716.7457633645488
17.900167730772445,2,3,2,1.0,0.0782628044294855,428.209862343524
4.365737691141182,2,1,0,1.0,0.0941652002784202,6234.319194634761
38.659667101426216,2,1,1,1.0,0.0,1162.0566355508029
17.800825677986992,0,0,2,1.0,0.0596038566298406,3125.194932496784
22.99843934562803,1,2,2,1.0,0.0081358942732072,2903.0971162235373
11.981996182886158,0,1,0,1.0,0.0396267424333913,3031.33568672572
39.01797663678393,0,1,1,1.0,0.0124943831133316,1091.6725650867768
3.1935026806228746,0,1,0,1.0,0.0124557668489739,80.9516360121093
23.869076266275147,2,0,2,0.997229916897507,0.0099188038809497,2743.991367076868
9.481173464167265,1,2,2,1.0,0.0045723608510485,3935.49247750053
23.915122731346948,2,0,1,1.0,0.009088275763754,3545.365160837992
9.608738751759802,0,1,2,0.997229916897507,0.0389252424435237,1763.7513622320562
21.363864087411045,0,1,2,1.0,0.0024862324445374,1970.8603580663585
16.452972898718595,0,3,0,1.0,0.0593453562702298,3146.940658174466
15.520424776758375,1,3,0,1.0,0.0021599614287535,3049.4129404477867
22.443455520968428,2,3,2,1.0,0.0439054016709805,3151.1913664116323
19.336395467390474,2,0,2,1.0,0.0189174395052213,1102.4374427902872
15.95845185631272,0,3,2,1.0,0.0978003031256505,76.90131692442851
17.885875284106397,0,0,0,0.997229916897507,0.0629864787643786,1512.474379006746
13.770442009345,0,0,2,0.997229916897507,0.0571442175655839,3127.2144981846823
39.43799930383002,0,0,1,1.0,0.0101628732885947,1572.3168632703257
7.535565658794482,2,0,0,0.997229916897507,0.0803551042094299,3400.098528358709
17.046394829955194,0,2,0,1.0,0.0144092385703505,3046.944568133525
0.4706513401204182,1,0,0,1.0,0.0098385700162988,7139.562960305091
17.03234137287829,0,2,0,1.0,0.0550982732750964,911.9132596257556
21.185096745951665,1,2,2,1.0,0.0198148004585763,2545.494303773449
22.324081597677715,0,2,2,1.0,0.0002767548249245,3463.6115799548074
-1.424033299646334,0,2,0,1.0,0.121263985595622,5639.839663128409
16.576500350486974,1,2,0,1.0,0.0145065702264664,338.78726983330057
3.146680292761906,0,0,0,1.0,0.1035445073450875,2650.575848715046
38.90249668558974,0,2,1,1.0,0.0156723900360326,263.53363442310416
23.44613505479866,2,3,2,1.0,0.0,1627.307466505221
10.24517181691408,0,1,2,0.997229916897507,0.055393662389008,686.823829152465
23.092252759096937,2,0,2,0.997229916897507,0.0147317181543717,3461.2259244282936
11.701033716877149,2,0,0,1.0,0.0336212216989211,3601.3509525390605
38.90144210841739,1,2,1,1.0,0.0181273090555784,1784.051104920654
16.840737250600238,1,3,2,1.0,0.0925130171234265,770.8285847948684
23.61612041777181,2,3,2,1.0,0.0381273129630639,3290.2098419635863
11.278851958103068,2,0,2,0.997229916897507,0.0079125896156947,3561.579477939565
10.371691210386109,0,0,2,1.0,0.0684637381113248,3527.555624152438
24.162284675888287,0,1,2,1.0,0.0481305473132374,1040.1882640580998
17.955583807404437,0,1,2,1.0,0.0763022316411475,1215.7398363162404
22.54213172442954,2,3,2,1.0,0.0266451059509153,477.6384955655332
21.981263153070977,2,1,2,1.0,0.0291912763099694,3260.4099232121243
8.770840895762497,2,1,2,1.0,0.0698358115257577,4523.021523032327
17.496977619332455,0,0,0,0.997229916897507,0.0670952119154206,966.256258216072
37.53806464567749,0,3,1,1.0,0.0139257485518802,1306.036468661013
13.36177466424648,0,3,2,1.0,0.0443110699625121,2468.956698716903
28.05914723305875,1,3,1,1.0,0.0136029881025635,1821.888941083816
16.539904919875593,0,2,2,1.0,0.0356190016137908,683.5615573867055
27.80315757460328,2,1,1,1.0,0.0,3128.9721758597366
2.9175185163827155,0,3,0,1.0,0.0879527853146646,2240.878602533227
-4.22756045445886,2,0,2,0.997229916897507,0.112079608988552,3886.109267595388
23.55868776056896,2,2,2,1.0,0.0519811031201452,3354.9341509527726
22.21724881902669,1,0,2,0.997229916897507,0.0027899037490623,1141.78682566488
17.638324831284574,0,3,0,1.0,0.0518608967848425,1715.827862087909
30.56572186013474,1,0,1,0.997229916897507,0.0189022291003798,284.3783439931303
16.82228944365348,0,0,0,1.0,0.0381911508877974,166.9572469621764
6.510863656763128,2,2,2,1.0,0.0960984063643711,5002.281909750398
7.709640834416147,0,1,2,1.0,0.0150749870881105,2634.2882837533434
40.04589643981461,2,2,1,1.0,0.032770665391641,260.939652623473
15.086939409631022,2,2,0,1.0,0.0454903359321103,890.7443491907406
21.53379984773373,1,3,2,1.0,0.0013734258892197,230.14783433653264
17.387233129687797,1,1,0,1.0,0.0166614195636974,493.0591934501525
16.69564170688664,2,0,2,0.997229916897507,0.0650233418337158,2214.005924404726
8.381649182404779,2,1,2,1.0,0.0934454195645356,4263.4024455488125
37.74415484914124,2,3,1,1.0,0.0402813883875694,2992.0378125993066
23.952501396013023,2,3,2,1.0,0.0587636166825792,1202.5843376001983
39.27552009731839,1,2,1,1.0,0.0116785751863953,992.6821243891842
38.127647138629904,2,2,1,1.0,0.0034003252726528,493.67742333416527
23.741127777488646,1,3,2,1.0,0.0259679776561404,347.8733249371941
11.258900512344654,0,2,2,1.0,0.0622202845636286,3091.8865613892112
26.086940077263037,1,0,1,1.0,0.0168599761267944,2413.252877944816
13.727156123416131,2,0,2,1.0,0.0882817790599524,2428.4122845922493
15.605603734507191,1,0,0,1.0,0.0144271409509827,385.3676017396243
17.87263950416439,1,0,0,1.0,0.0014804173037686,3342.738475999614
-0.5874527298724748,1,3,2,1.0,0.0063679461332932,6168.097620982718
15.560683106808916,2,3,0,1.0,0.0668475838211851,976.3038017610014
39.913344740567865,1,0,1,1.0,0.0011382874240094,3494.752549467549
15.342840135162977,2,0,0,1.0,0.0249811268594648,3041.385696266996
17.260167372817925,2,2,2,1.0,0.0278895306726574,460.3022708444457
38.610930408632775,1,2,1,1.0,0.0040370176655193,2354.358584474749
-3.6172154905527862,1,3,0,1.0,0.0157837901847695,4629.917542778169
21.960818640196457,2,3,2,1.0,0.0219775035832635,3708.12023293964
14.585310047983786,2,1,0,1.0,0.0221114892589249,1018.668431068984
-18.44609151891901,2,0,0,0.997229916897507,0.1225707292566386,2265.4675242476665
39.06382229608611,1,3,1,1.0,0.0314203796183233,174.66957220034587
31.030582304748684,0,2,1,1.0,0.0,1263.301730868384
8.191021728262239,2,1,0,1.0,0.0699726458230634,276.22877251195627
1.015064653084521,2,0,0,1.0,0.087677925316956,971.9326391869891
17.814605388627506,0,3,0,1.0,0.0336572274668394,2768.1661029754123
35.17782282363986,1,3,1,1.0,0.0188984581851618,771.5955051613238
17.332813617048032,0,2,0,1.0,0.0777265958768498,3836.4390228941807
-6.235458235798439,2,2,0,1.0,0.1424907245015945,4448.206711194791
-1.1133098057566366,2,1,2,0.997229916897507,0.1274230702175742,6331.234567337999
37.05055561185447,2,3,1,1.0,0.0616029265082917,1779.3631458125644
11.750910548824825,1,2,0,1.0,0.0067435899362468,4651.166254809016
21.51005826156468,0,2,2,1.0,0.0178167829448308,280.7517214479029
39.12956553839432,2,3,1,1.0,0.0299529217313314,2499.736466298103
4.82881466438519,1,2,2,1.0,0.1164662802772181,4243.449180888643
19.070177054271127,0,0,2,0.997229916897507,0.0489045274301779,539.5679520729707
3.300018367648426,2,2,0,1.0,0.119050398087077,757.6083814761422
11.047185047945318,2,1,0,1.0,0.0410365754652913,1388.1649869084054
2.759906039397266,1,2,2,1.0,0.0168759281725341,5231.863466917966
20.123234101820103,2,3,2,1.0,0.0175157400691312,1714.5806898168053
19.967736237521407,1,2,1,1.0,0.0019127371778654,1324.5342836387813
15.80871215958926,1,2,0,1.0,0.0198899533595704,1473.4228549665477
-59.40139487634748,2,1,0,0.9722991689750693,0.1340355063801719,3350.693790243826
37.9666811193142,1,3,1,1.0,0.007058548209136,1516.4002601403645
17.378508988256314,0,1,2,1.0,0.0269802618158447,1603.4530476565808
20.726593038069737,2,3,2,1.0,0.0043903200328451,2918.9969183336257
-15.420800895164838,1,1,0,1.0,0.0017326584744453,7490.400422343573
22.46411627603728,0,3,2,1.0,0.0014233601994888,2883.338233290446
40.10646056010592,0,1,1,1.0,0.013557789286623,2417.1698174443964
21.363088624494363,2,1,2,1.0,0.0245205597238841,83.47821253763709
19.95741220639188,1,0,2,1.0,0.0016212107607392,3408.607692885144
14.758059895496142,2,0,2,1.0,0.0502434052497939,1511.281412916881
21.70415820272347,0,0,2,0.997229916897507,0.0157274738165184,1883.9412704324343
17.59063682671252,1,2,0,1.0,0.0138997456824966,773.9033700274874
38.50063103038699,2,1,1,1.0,0.0298016549065684,2210.3366345899144
21.01275443426829,2,3,2,1.0,0.0337490614740948,1567.1465605052604
-2.864885032477116,1,1,0,1.0,0.0085941315193556,5089.519308589535
18.18084860937191,0,0,2,0.997229916897507,0.0467208733370507,2339.609512757608
39.310022502392016,2,0,1,0.997229916897507,0.0094784280149235,3315.9157330790035
-2.0096080174441537,0,0,2,0.997229916897507,0.1428587446117836,282.6343141126804
11.10386209092481,2,0,2,0.997229916897507,0.0558383989076298,4448.658875865205
19.97854238635513,1,3,2,1.0,0.0117428097240417,2777.463143857822
17.335692467718435,2,0,0,1.0,0.0168953327285266,2801.0791656008773
16.998689185294126,2,1,0,1.0,0.0307024741891919,143.24834807204678
16.99529571857181,1,1,0,1.0,0.018151822087224,2893.5559607671216
12.570435106404814,1,2,0,1.0,0.0146424121542429,3377.758701562219
19.09170994613726,2,1,2,1.0,0.09172626842689,285.34880847481213
21.48806235361084,0,0,2,1.0,0.0144238934733298,2262.235896083638
29.559613390504435,0,2,1,1.0,0.0195865078194158,1162.8592034072756
18.30671590715032,0,0,2,0.997229916897507,0.0860615996438646,2277.955879633468
9.251929343783477,2,2,0,1.0,0.0752579541753591,3966.559484799413
9.695339847959056,2,1,2,1.0,0.0448693783629343,2078.563607939818
19.35492329865959,0,2,2,1.0,0.0683750437109236,2114.860594456777
12.470493649097278,2,0,0,1.0,0.0455399066290601,289.9375269810076
-5.317324435094209,0,1,0,1.0,0.1254380641575453,2286.163578200061
23.39540774512196,2,3,2,1.0,0.0440404218479106,779.154306599179
-1.57281182083695,1,3,0,1.0,0.0112338458464621,1341.1471611797565
10.37010669561697,0,3,0,1.0,0.0703284112333918,142.85251625621422
32.16114004373757,2,3,1,1.0,0.0141192848812703,3095.1571417036057
12.01220978739846,2,3,0,1.0,0.0278963724084546,457.4735785748769
8.809273303456354,1,1,0,1.0,0.0144000693512513,1330.652385160012
32.46442175956367,0,1,1,1.0,0.0064479908042871,307.25736554368353
16.827871685682272,1,3,2,1.0,0.0816873790765053,2770.8613410573366
32.378844720664745,0,0,1,0.997229916897507,0.0052810523371605,1181.3820238734845
2.7436778972040186,2,3,2,1.0,0.1085370545205977,4178.646800674389
16.908068432919155,0,2,0,1.0,0.0364155625790548,2912.8380897330994
23.47299681441698,0,3,2,1.0,0.0143566692227745,2575.11174673636
21.554578817497838,1,2,2,1.0,0.011974844767134,1170.5151823348451
3.25084757420065,1,3,2,1.0,0.0139760984827859,1607.8145383797691
17.905753792049484,0,0,0,0.997229916897507,0.0324473812807704,1063.1331581445097
23.378534411930623,1,0,2,1.0,0.0189972529771031,1191.5389473221076
13.4059256364844,0,2,0,1.0,0.0287124786594492,3139.693210037815
38.92078472992657,0,1,1,1.0,0.0,2842.140577840654
21.38232101207136,1,2,2,1.0,0.0132115726450681,1830.55033757845
16.338015746541615,2,2,2,1.0,0.0843349305449273,1277.8573298234069
19.621839626729127,0,0,2,1.0,0.0537086346487371,1278.5642124345577
38.797071290969015,0,3,1,1.0,0.0037816804981915,3255.0081270173537
-4.423792796246991,2,2,0,1.0,0.1310173027609911,1674.6235948901508
20.05127274683823,0,1,2,1.0,0.0,2080.2810161570383
4.418013008847165,2,1,2,1.0,0.102814019036985,1097.3666529470645
14.508351187554126,1,3,2,1.0,0.0111125175743534,1185.0925944731025
36.0870902696786,1,0,1,0.997229916897507,0.0053124833430273,1699.183064418847
19.0530558832444,2,1,2,1.0,0.0416946404193859,2125.539214217657
20.499711921037417,2,1,2,1.0,0.0236883230409496,3683.345816905567
21.99491472440617,2,3,2,1.0,0.021118373763541,1781.5335951130346
