time,sclerostin_bone,sclerostin_sensor,rankl_bone,opg_bone,ctx_bone,ctx_sensor,p1np_bone,p1np_sensor,osteocytes,osteoblasts,osteoclasts,biosensor_signal,detection_event
0.0,0.0114495433052022,0.2862086395537929,0.5192943893213285,6.455577298732926,0.00863348509170427,0.21584038251810053,0.00782139654720146,0.1955111450032793,3.998334333543824,1.9956596584391024,0.2618811595032709,2.617383564373045,0
10.0,0.011449782466549709,0.2862146267163608,0.5192896992682087,6.455464803800048,0.008633458978814606,0.21583973120937108,0.007821586582231749,0.1955158983059356,3.9982993178223922,1.995648688744662,0.26187383356888755,2.617392535142784,0
20.0,0.011450021573501543,0.2862206125140452,0.5192850093629383,6.455352313028336,0.00863343286268994,0.2158390796673575,0.007821776602036994,0.1955206512041712,3.9982643598571026,1.9956381605637834,0.26186719241121276,2.617401503506492,0
30.0,0.011450260622081078,0.2862265968465998,0.519280319620079,6.455239826758639,0.008633406743843799,0.21583842791240337,0.007821966605670676,0.19552540367407936,3.9982294693030034,1.9956280778899833,0.26186120230158666,2.617410469501263,0
40.0,0.01145049961078724,0.28623257967631405,0.5192756300440816,6.455127345109408,0.008633380622260987,0.21583777594176473,0.007822156592729102,0.19553015570505877,3.9981946482904576,1.9956184501136545,0.26185587386140785,2.61741943308294,0
50.0,0.011450738535822907,0.2862385609072364,0.5192709406510105,6.4550148684286865,0.008633354498779064,0.21583712379216122,0.007822346562396575,0.19553490727731854,3.9981599089482613,1.995609265573616,0.2618511361898231,2.617428394384497,0
60.0,0.011450977398232096,0.28624454056561843,0.5192662514376131,6.454902396632766,0.008633328373363584,0.2158364714632524,0.007822536514945631,0.19553965839795803,3.998125249531891,1.9956005190379063,0.26184698694872105,2.6174373534242807,0
70.0,0.011451216195505322,0.2862505185872069,0.5192615624223368,6.454789930034097,0.008633302247768935,0.21583581903908317,0.007822726450150934,0.19554440906473314,3.9980906884508736,1.9955921470527709,0.2618432456065392,2.6174463106282033,0
80.0,0.011451454929159256,0.2862564950107817,0.519256873594522,6.454677468448967,0.00863327612101183,0.21583516647269366,0.00782291636816847,0.195549159279683,3.9980562152339805,1.9955841844649167,0.2618400126948915,2.617455265760535,0
90.0,0.011451693599193898,0.28626246983634296,0.5192521849541689,6.454565011877376,0.008633249993092269,0.21583451376408389,0.007823106268998242,0.19555390904280762,3.998021829881212,1.9955766312743435,0.2618372882137779,2.617464218821294,1
100.0,0.01145193220505201,0.2862684430485259,0.5192474965158671,6.454452560501002,0.008633223865885734,0.21583386100581867,0.007823296152997495,0.1955586583677447,3.9979875500485074,1.9955693997191866,0.2618348669609534,2.617473170324796,0
110.0,0.01145217074691101,0.2862744146522225,0.5192428082749714,6.454340114261999,0.008633197738795088,0.21583320816842613,0.007823486020052483,0.1955634072501521,3.9979533701143626,1.9955625177420946,0.2618328142711084,2.6174821201073115,0
120.0,0.011452409224835763,0.2862803846492211,0.5192381202297836,6.454227673139222,0.008633171611602031,0.215832555241132,0.007823675870121628,0.1955681556884424,3.9979192880236756,1.9955559955583007,0.26183115402920437,2.617491068108997,0
130.0,0.011452647639001575,0.2862863530429062,0.5192334323901292,6.454115237233313,0.008633145485550088,0.21583190228587584,0.00782386570362569,0.1955729036969799,3.9978853161444006,1.9955497615712179,0.26182974764162315,2.6175000146883103,0
140.0,0.011452885989461637,0.2862923198343046,0.5192287447589894,6.454002806574808,0.008633119361016564,0.21583124932145084,0.007824055520692338,0.19557765128012292,3.9978514582291407,1.995543794057475,0.2618285530571889,2.6175089599540273,0
150.0,0.01145312427616177,0.28629828502237026,0.5192240573333274,6.453890381132603,0.00863309323761714,0.21583059632871443,0.00782424532119153,0.19558239843343206,3.9978177104555264,1.9955381151443112,0.2618276131088674,2.617517903795392,0
160.0,0.011453362499115783,0.2863042486073698,0.5192193701139174,6.453777960914625,0.00863306711544975,0.21582994331254451,0.007824435105156406,0.19558714515803863,3.9977840737975785,1.9955327191932377,0.2618269168819132,2.6175268462406547,0
170.0,0.011453600658337478,0.28631021058956974,0.5192146831015327,6.453665545928798,0.008633040994612323,0.21582929027781908,0.0078246248726201,0.1955918914550738,3.997750549229317,1.9955276005657665,0.2618264534615806,2.6175357873180625,0
180.0,0.011453838753840663,0.2863161709692366,0.5192099962969475,6.45355313618305,0.008633014875202795,0.21582863722941606,0.00782481462361575,0.19559663732566887,3.997717137724764,1.9955227536234086,0.2618262119331242,2.617544727055867,0
190.0,0.011454076785886677,0.28632212975252286,0.5192053097042117,6.453440731713951,0.008632988757613608,0.215827984186995,0.007825004358358402,0.19560138277693823,3.997683843999508,1.9955181460175297,0.2618261480546095,2.617553665574681,0
200.0,0.01145431475480342,0.28632808694716366,0.5192006233282563,6.453328332565775,0.008632962642316395,0.21582733117419,0.00782519407711201,0.19560612781760514,3.9976506737751696,1.9955137382176908,0.2618262086231112,2.6175626030199517,0
