time,sclerostin_bone,sclerostin_sensor,rankl_bone,opg_bone,ctx_bone,ctx_sensor,p1np_bone,p1np_sensor,osteocytes,osteoblasts,osteoclasts,biosensor_signal,detection_event
0.0,0.05675735624451516,1.4179450157159506,0.8638059150476688,5.48693518565558,0.03231457630794868,0.8078996028720887,0.03950057738306143,0.9876949169848623,3.9918509327444336,1.9787192883370037,0.3402502523989746,4.118906920496019,1
10.0,0.05676525692558276,1.4181427539566207,0.863816670378556,5.486896898552706,0.032314294876276406,0.8078925643309888,0.03949913377801404,0.9876588214994722,3.9916791434928705,1.9786632661585937,0.3402616322268403,4.118885710091462,1
20.0,0.05677315595348147,1.4183404544659546,0.8638274243403226,5.486858610447771,0.032314013463621054,0.8078855262541618,0.03949769024373756,0.9876227270218028,3.9915076196492842,1.978609396514652,0.34027228613718924,4.118864492281692,1
30.0,0.05678105327364976,1.4185381141851738,0.8638381769515552,5.486820321246194,0.032313732068125496,0.8078784886597812,0.039496246775805065,0.9875866337416073,3.9913364050419586,1.9785576858333107,0.3402822537227757,4.11884326674255,1
40.0,0.056788948834681635,1.418735731706829,0.8638489281779155,5.486782030908873,0.03231345069006021,0.8078714515626523,0.039494803375543945,0.9875505417104288,3.9911655124523504,1.978508192704668,0.3402915206173797,4.1188220332959276,1
50.0,0.05679684257674486,1.4189333042108376,0.863859678062614,5.486743739425579,0.032313169327718376,0.8078644149608719,0.03949336004064042,0.9875144511060039,3.990994996541233,1.9784608535666102,0.34030016179026124,4.118800791605341,1
60.0,0.0568047345177973,1.4191308323278429,0.8638704266115531,5.486705446815944,0.03231288798120541,0.8078573788495299,0.03949191677114393,0.9874783618981817,3.9908248499242998,1.978415653988364,0.34030817625562343,4.118779541747604,1
70.0,0.056812624617269936,1.4193283137909052,0.8638811739847189,5.486667153373759,0.032312606647673464,0.8078503431645706,0.03949047356603122,0.9874422742915454,3.990655172033108,1.978372240195485,0.3403157793384661,4.118758283389903,1
80.0,0.05682051290225069,1.4195257500303389,0.8638919200924347,5.486628858936309,0.032312325328765885,0.8078433079413295,0.039489030425895334,0.9874061881629953,3.9904859046634065,1.9783308101800967,0.34032284834750776,4.118737016740509,1
90.0,0.05682839937273954,1.4197231410461444,0.8639026649347005,5.486590563503596,0.03231204402448268,0.8078362731798067,0.03948758735073628,0.9873701035125311,3.9903170478151955,1.9782913639421988,0.3403293832827485,4.118715741800754,0
100.0,0.05683628402952285,1.4199204864485029,0.8639134086372817,5.486552267398416,0.0323117627331302,0.8078292388209279,0.03948614434090114,0.9873340204291666,3.9901486642273944,1.978253587679838,0.34033554197291793,4.118694458474216,1
110.0,0.056844166872823954,1.4201177861266892,0.8639241512359017,5.486513970712457,0.0323114814542274,0.8078222048479137,0.03948470139648852,0.9872979389381856,3.9899807717206337,1.9782173922593693,0.3403413692483611,4.118673166734472,1
120.0,0.05685204790226839,1.4203150402663445,0.8639348926706674,5.486475673291995,0.03231120018858083,0.8078151712888966,0.03948325851733311,0.9872618589971976,3.9898133404169944,1.9781829271215141,0.3403467899468975,4.11865186662942,1
130.0,0.056859927119620096,1.4205122488848405,0.8639456329680848,5.486437375227823,0.032310918935901975,0.8078081381307425,0.03948181570375485,0.9872257806207952,3.989646383571903,1.9781501164169464,0.340351836338516,4.118630558152637,1
140.0,0.05686780453494066,1.4207094120812649,0.8639563722793456,5.4863990770378255,0.032310637694545244,0.8078011052985347,0.03948037295757864,0.9871897038922157,3.9894799767942493,1.978118527501507,0.34035669249106704,4.118609241261167,1
