time,sclerostin_bone,sclerostin_sensor,rankl_bone,opg_bone,ctx_bone,ctx_sensor,p1np_bone,p1np_sensor,osteocytes,osteoblasts,osteoclasts,biosensor_signal,detection_event
0.0,0.041860864184353315,1.0465746890177647,0.9071377218102389,7.20341095845871,0.016873461929334338,0.4218133070307449,0.01869023312035401,0.46727593330011374,3.9939403501966337,1.9842181312883873,0.29545593552603666,4.993330369652667,1
10.0,0.04186043873102136,1.0465640685178095,0.9071301828329867,7.203317342483065,0.016873647833357416,0.42181795515553444,0.018690072239024302,0.4672719120689342,3.993813123332883,1.9841791363784467,0.2954567131723396,4.993331846442287,1
20.0,0.041860013156953625,1.0465534449536522,0.9071226438347114,7.203223728253456,0.01687383373480469,0.42182260318575815,0.01868991135520695,0.4672678907001043,3.993686155536296,1.9841419352881466,0.29545757792756183,4.993333319032468,1
30.0,0.041859587500001474,1.0465428192859376,0.9071151048220042,7.203130115222493,0.016874019634483692,0.42182725115106307,0.01868975046968186,0.4672638692367785,3.993559365588114,1.9841059656432725,0.29545850248241345,4.993334788656922,1
40.0,0.041859161728381084,1.0465321907006242,0.9071075658277108,7.203036504121965,0.01687420553190576,0.42183189903658425,0.01868958958267457,0.4672598476714083,3.9934328567553816,1.9840715389939227,0.2954594947442476,4.993336254309267,1
50.0,0.04185873583496176,1.0465215590150827,0.9071000268592002,7.202942895116048,0.016874391426961257,0.4218365468389865,0.01868942869423569,0.46725582600230026,3.9933066522059852,1.9840387252361293,0.2954605564870731,4.993337715763663,1
60.0,0.04185830983202716,1.0465109245439197,0.9070924879037783,7.202849287921925,0.016874577319839042,0.421841194564015,0.018689267804278042,0.4672518042323715,3.9931807120298117,1.984007403963626,0.295461684654897,4.993339173408965,1
70.0,0.04185788371042083,1.0465002870454903,0.9070849490089646,7.2027556830226525,0.016874763210562995,0.42184584221609844,0.018689106913738606,0.4672477823878363,3.993055100690498,1.983977507935558,0.2954628682886087,4.993340626980897,1
80.0,0.04185745746797217,1.0464896464625115,0.9070774101860242,7.202662080532744,0.016874949099138774,0.42185048979628675,0.0186889460228395,0.46724376047490873,3.992929833469586,1.9839490212120254,0.2954641047902766,4.993342076416753,1
90.0,0.04185703110828088,1.0464790028899815,0.9070698714162754,7.202568480262294,0.01687513498555699,0.42185513730283897,0.01868878513121236,0.46723973848328326,3.992804885024347,1.98392197022757,0.29546539846827957,4.993343521820334,1
100.0,0.04185660462986002,1.046468356272447,0.9070623327956217,7.202474882933319,0.016875320870124316,0.4218597847528686,0.018688624241019896,0.46723571648231127,3.992680345598263,1.9838959919553607,0.29546672195835016,4.993344963196318,0
110.0,0.0418561780327496,1.0464577066114011,0.9070547943214814,7.202381288526382,0.0168755067528325,0.42186443214591507,0.018688463352203886,0.467231694470126,3.9925562127621017,1.983871096167589,0.29546807599709757,4.9933464005445085,1
120.0,0.041855751317633104,1.0464470539323327,0.9070472559497726,7.202287696709612,0.01687569263354058,0.42186907947411206,0.01868830246377025,0.46722767241485014,3.992432445035608,1.9838474497288878,0.2954694731624582,4.993347833862647,1
130.0,0.04185532448451053,1.0464363982352414,0.9070397176804956,7.202194107483007,0.01687587851224855,0.4218737267374596,0.018688141575718985,0.4672236503164837,3.9923090424187815,1.9838250526392578,0.29547091345443216,4.993349263150663,1
140.0,0.04185489753338187,1.0464257395201275,0.9070321795136501,7.202100520846567,0.01687606438895642,0.42187837393595773,0.018687980688050096,0.4672196281750267,3.992186004911623,1.9838039048986986,0.2954723968730194,4.993350688408486,1
