time,sclerostin_bone,sclerostin_sensor,rankl_bone,opg_bone,ctx_bone,ctx_sensor,p1np_bone,p1np_sensor,osteocytes,osteoblasts,osteoclasts,biosensor_signal,detection_event
0.0,0.02584347254050247,0.6456014898649918,0.6871946646128311,6.008929727521165,0.013834315393804945,0.3458571513662814,0.01776180794566889,0.44408111421954755,3.9962682531281857,1.9902522365593072,0.30515315051459707,7.134091921811836,1
10.0,0.025847349493978915,0.6456985269653971,0.6871959911106932,6.008885872568283,0.013834321306617412,0.34585729827688294,0.01776152066214877,0.4440739313136774,3.996189613133161,1.990226820440724,0.30515566253257975,7.134218564275726,0
20.0,0.02585122553510376,0.6457955411906192,0.6871973173132123,6.008842017992031,0.013834327224709583,0.34585744536029067,0.01776123338816423,0.44406674858870654,3.99611112792651,1.9902025344714427,0.30515807596472966,7.134345171442748,0
30.0,0.02585510097438358,0.6458925403259187,0.6871986433209049,6.008798163664231,0.01383433314628458,0.3458575925576924,0.01776094612046998,0.44405956598306856,3.9960327448282764,1.9901789940194161,0.3051604243635749,7.134471753697894,1
40.0,0.025858975699650337,0.6459895215579006,0.6871999691078954,6.008754309695418,0.013834339071847867,0.34585773988308643,0.01776065886059468,0.4440523835306075,3.9959544932363125,1.990156282708737,0.30516270443530086,7.134598307245996,1
50.0,0.02586284944012434,0.6460864780948788,0.6872012946117203,6.0087104563524365,0.01383434500261966,0.34585788737026574,0.017760371612228626,0.44404520131302455,3.9958764441186134,1.9901346024124777,0.3051649082284612,7.134724822922595,1
60.0,0.02586672237928268,0.646183414538819,0.6872026198747041,6.0086666034544765,0.013834350937773151,0.3458580349963328,0.01776008437287132,0.4440380192749599,3.995798549388112,1.9901138163438552,0.30516704113086096,7.134851306942989,1
70.0,0.02587059451712535,0.6462803308897209,0.687203944896847,6.008622751001538,0.013834356877308347,0.34585818276128727,0.017759797142522758,0.4440308374164136,3.9957208090448093,1.9900939245028693,0.30516910314250023,7.134977759310345,0
80.0,0.025874465719307828,0.6463772237694062,0.6872052696831398,6.008578899364426,0.013834362821388635,0.34585833065953214,0.017759509924260636,0.4440236558188851,3.9956432938417983,1.9900748336350351,0.3051711176618251,7.135104175334346,1
90.0,0.025878336050608863,0.6464740948067776,0.687206594231176,6.008535048364345,0.013834368769935232,0.3458584786937662,0.017759222716600936,0.4440164744430767,3.99556596966309,1.9900565887061468,0.3051730734064858,7.135230557281712,1
100.0,0.025882205515508846,0.6465709441144974,0.6872079185407891,6.008491197988929,0.013834374722942688,0.3458586268641762,0.017758935519441018,0.4440092932862703,3.995488834149064,1.9900391928262464,0.3051749695961431,7.135356905312391,1
110.0,0.025886074076460194,0.6466677707375882,0.687209242651067,6.008447348605547,0.01383438068007944,0.3458587751499631,0.01775864833497697,0.4440021124151742,3.995411943141069,1.9900224150828587,0.305176836477294,7.135483218002454,1
120.0,0.025889941731197227,0.6467645746184254,0.6872105665643682,6.008403500236368,0.01383438664132548,0.3458589235498719,0.017758361163341306,0.4439949318338134,3.995335300008664,1.9900062415423385,0.30517867587506264,7.1356094952693265,1
130.0,0.025893808499988204,0.6468613562725075,0.6872118902595932,6.008359652683085,0.013834392606859789,0.34585907207513006,0.017758074003348577,0.443987751506179,3.995258874608576,1.989990796851713,0.305180471462328,7.1357357378870105,1
140.0,0.025897674382833125,0.6469581156998346,0.6872132137367417,6.008315805945697,0.013834398576682366,0.3458592207257373,0.017757786854998778,0.44398057143227077,3.995182666940805,1.9899760810109821,0.30518222323909017,7.135861945858976,1
