time,sclerostin_bone,sclerostin_sensor,rankl_bone,opg_bone,osteocytes,osteoblasts,osteoclasts,biosensor_signal,detection_event
0.0,0.055833672213711306,0.025000000000000005,0.6107658122837157,7.169101006558424,1.0,1.0,1.0,2.704390032406912,1
10.0,0.002539692151787569,0.5579136899053324,0.047128605593056615,0.551907838791059,1.0052311572543864,1.048531244685834,0.9048392187139261,2.9436886708221994,1
20.0,0.0022460079432760527,0.5608893543155251,0.021747795771393675,0.25393962260266706,1.0109100202576051,1.0948900767367369,0.8187324085225207,3.0455059296858953,1
30.0,0.0022445447153792253,0.5609434765848385,0.02060982206618953,0.24058752389962182,1.0170116201134831,1.1389890368608309,0.7408197318797324,2.868915883842529,1
40.0,0.00224469515015624,0.560981797183521,0.020563808004316682,0.24005541110818784,1.0235118519652437,1.1809372681763,0.6703214262858527,2.701788435111894,1
50.0,0.0022448562785906895,0.5610203643473876,0.020567053808226352,0.2401017295767438,1.030387801916905,1.2208396570173687,0.6065319214794759,2.5452918355538183,1
60.0,0.002245019223816661,0.5610592861508188,0.020572639407890832,0.24017561943895552,1.0376176909049681,1.2587959802241855,0.5488127910427198,2.8138024628323763,1
70.0,0.0022451840471401415,0.5610985801718017,0.020578256876788128,0.24024997997164815,1.0451808192743695,1.2949011484989708,0.4965863625956118,2.5546281481289888,1
80.0,0.0022453507286772844,0.5611382637303355,0.020584010708371184,0.24032603324023893,1.0530575140683287,1.3292454436111314,0.4493299403230786,2.9273706708768827,1
90.0,0.0022455193325202306,0.5611783522901154,0.020589869301895596,0.24040340376312141,1.0612290788176424,1.3619147443899817,0.40657056228230887,2.535514837080536,1
100.0,0.0022456898970240617,0.5612188606059845,0.02059577028659646,0.24048135502754042,1.0696777458636793,1.3929907413145193,0.3678802744775889,2.6122865657723957,1
110.0,0.0022458624710932156,0.5612598024091019,0.02060171144132236,0.24055985690309664,1.0783866310077954,1.422551140634651,0.3328718545039104,2.7060447665108764,1
120.0,0.0022460370772036217,0.5613011908223923,0.02060771242059486,0.24063913628255842,1.0873396903051087,1.4506698588423117,0.30119492754822486,2.9319647624343803,1
130.0,0.002246213754910428,0.5613430379688614,0.020613762838724948,0.24071906756711187,1.0965216790993442,1.4774172070578295,0.2725324766733223,3.0354554509993426,1
140.0,0.0022463925379239955,0.5613853552423135,0.020619855588758066,0.24079956383001672,1.1059181127889888,1.5028600676249708,0.24659764029387737,2.999367181824719,1
150.0,0.0022465734524083937,0.561428153363757,0.020625990135585272,0.24088061546965203,1.1155152295858712,1.5270620617399209,0.2231308281498382,2.955022766906268,1
160.0,0.0022467565217634006,0.5614714423707349,0.020632170436476978,0.24096226578803934,1.125299955395094,1.5500837075339569,0.20189716214730688,2.8030453484261666,1
170.0,0.002246941771973297,0.5615152315993118,0.02063839414204728,0.24104448419956245,1.135259870276528,1.5719825710388942,0.18268413803966693,3.083643174596295,1
180.0,0.0022471292270367644,0.5615595297637163,0.02064465584056145,0.2411272043122276,1.1453831763407767,1.5928134106971872,0.16529947592099575,2.8696291759577695,1
190.0,0.002247318907170414,0.5616043450065428,0.020650954086950255,0.2412104064429805,1.1556586672575264,1.6126283146160996,0.1495691836140623,2.969472530019732,1
200.0,0.002247510831691139,0.5616496849004617,0.02065728823337475,0.24129408040106287,1.1660756993759116,1.6314768305675826,0.13533582475359493,2.8099008332907496,1
210.0,0.0022477050187251837,0.561695556480212,0.02066365600260817,0.24137819699235946,1.1766241642087591,1.6494060898504959,0.12245694598525088,2.691261002132974,1
220.0,0.0022479014844215715,0.5617419662781165,0.020670055165331942,0.24146272770509208,1.1872944622703354,1.6664609250618514,0.11080365323027577,2.9289649791458845,1
230.0,0.0022481002434291465,0.5617889203455626,0.02067648454646133,0.24154765651855722,1.1980774782346073,1.6826839819255341,0.10025932588513341,2.8687225713438034,1
240.0,0.0022483013093302956,0.561836424273669,0.02068294287011522,0.24163296633723833,1.208964557269886,1.6981158258270943,0.0907184510791338,2.988482656263168,1
250.0,0.0022485046943072173,0.5618844832202247,0.020689428534023026,0.24171863633699595,1.219947482695414,1.7127950423995641,0.08208558496565344,2.7641736270647255,1
260.0,0.0022487104093331252,0.5619331019320426,0.02069594056113643,0.2418046531318612,1.2310184530129946,1.7267583409216885,0.07427424653201722,3.038413785020527,1
270.0,0.0022489184641193705,0.5619822847650562,0.020702477346753612,0.24189099606056333,1.2421700633705908,1.7400406377714974,0.06720624128165294,2.7788018000371397,1
280.0,0.0022491288673967555,0.5620320357024,0.02070903762899305,0.24197764857553714,1.2533952857746442,1.7526751455108265,0.06081083392148423,2.6826641586670887,1
290.0,0.0022493416268305863,0.5620823583753412,0.020715620271524918,0.24206459568764865,1.2646874500690033,1.7646934585199339,0.05502399128375504,2.6621477401447247,1
300.0,0.002249556749114698,0.5621332560799955,0.02072222420974211,0.24215182333030616,1.2760402272020361,1.776125628334838,0.04978781851486502,2.8323215365333345,1
310.0,0.002249774239954622,0.5621847317955261,0.020728848440260166,0.24223931823216008,1.2874476121418819,1.7870002405680245,0.04504993036684146,2.736045167727349,1
320.0,0.002249994104198585,0.5622367881995886,0.020735491971163745,0.24232706732925993,1.2989039079932978,1.7973444864217312,0.040762928638948676,2.916528114504222,1
330.0,0.0022502163458455356,0.5622894276848367,0.020742153846923555,0.24241505805389058,1.3104037102761652,1.8071842334737154,0.03688388375914848,3.08814221726963,1
340.0,0.0022504409681182555,0.5623426523724196,0.02074883315557902,0.24250327841573208,1.3219418934273253,1.8165440864575002,0.03337397051118285,2.98237011385182,1
350.0,0.002250667973464627,0.5623964641265924,0.020755529058661237,0.2425917173499023,1.3335135969309044,1.8254474497144648,0.030198065215141425,2.8462776086404284,1
360.0,0.0022508973636213322,0.5624508645679059,0.02076224074702232,0.2426803641952985,1.3451142121992357,1.8339165862680367,0.02732438444493202,2.885269794087069,1
370.0,0.0022511291396433704,0.5625058550861235,0.020768967456806862,0.24276920887916176,1.3567393700349575,1.8419726742824445,0.02472416181034609,2.9051208365797065,1
380.0,0.0022513633019520885,0.5625614368516224,0.02077570844065162,0.24285824157630245,1.3683849293478387,1.8496358578747798,0.022371380829539916,2.8631560213393854,1
390.0,0.0022515998503580287,0.5626176108272135,0.020782463000151855,0.24294745308757737,1.380046965715233,1.8569252986307683,0.0202425005806169,3.0864186408409493,1
400.0,0.0022518387840983686,0.5626743777792356,0.02078923046868054,0.24303683463562242,1.3917217604887473,1.8638592246623984,0.018316208034236725,3.349023945149392,1
410.0,0.0022520801018633403,0.5627317382876219,0.020796010220741037,0.24312637797234882,1.403405790975643,1.8704549748288926,0.01657322144674551,3.025203008035633,1
420.0,0.0022523238018304545,0.562789692755634,0.02080280165378705,0.24321607516325305,1.4150957208604305,1.8767290418766918,0.014996099444190803,2.9271223768053654,1
430.0,0.0022525698816908313,0.5628482414192928,0.020809604194911437,0.24330591866377954,1.4267883909859564,1.8826971139615694,0.013569061934316394,2.7377330770096604,1
440.0,0.0022528183386768485,0.5629073843565944,0.0208164172972889,0.24339590127543595,1.4384808103271194,1.8883741153038491,0.012277821059421143,2.891790947868653,1
450.0,0.0022530691695848586,0.5629671214954809,0.020823240444273583,0.24348601619206556,1.450170148184344,1.8937742413542038,0.011109456115164795,2.728678472769803,1
460.0,0.002253322370800626,0.5630274526220708,0.020830073144559206,0.24357625694112783,1.4618537261077251,1.8989109951715253,0.010052276008788167,3.1123099401258902,1
470.0,0.0022535779383226033,0.5630883773883574,0.02083691493009797,0.24366661735749057,1.4735290103434877,1.903797221450131,0.009095700406640986,3.018433726039304,1
480.0,0.002253835867783812,0.5631498953195552,0.020843765354927355,0.24375709156796185,1.4851936046255438,1.9084451389938886,0.008230152057435118,2.825490258827701,1
490.0,0.0022540961544714687,0.5632120058207174,0.02085062399435761,0.24384767398022375,1.4968452436769322,1.9128663699954904,0.007446970246517837,2.866129952364287,1
500.0,0.0022543587933468354,0.5632747081834513,0.020857490445529668,0.24393835928783258,1.5084817866168774,1.9170719697404748,0.006738318665046252,3.1383646832301055,1
510.0,0.002254623779064621,0.5633380015923188,0.02086436432509156,0.24402914244146048,1.5201012106690113,1.9210724549558493,0.006097103043890155,3.0775413095591064,1
520.0,0.002254891105990059,0.5634018851305674,0.020871245268686327,0.2441200186415579,1.5317016055242119,1.9248778292125763,0.0055169058336779625,2.9342018426018073,1
530.0,0.0022551607682158984,0.5634663577857846,0.020878132928943357,0.24421098331346328,1.5432811677758924,1.9284976080019605,0.0049919211751308055,3.159604454413767,1
540.0,0.0022554327595782774,0.563531418455279,0.020885026975757916,0.2443020321094395,1.5548381956246315,1.9319408425998217,0.0045168962556316515,2.747217209078537,1
550.0,0.0022557070736726552,0.5635970659513786,0.02089192709492202,0.24439316089137353,1.5663710836607363,1.9352161435799289,0.004087074475952138,2.9422054381719547,1
560.0,0.0022559837038672844,0.5636632990059676,0.02089883298803635,0.24448436572868962,1.5778783183877407,1.9383317009927257,0.003698154907113756,2.7989034249037137,1
570.0,0.0022562626433174546,0.5637301162752234,0.02090574437100634,0.2445756428795944,1.589358473551949,1.941295305416945,0.003346245942957012,2.9482238274884423,1
580.0,0.0022565438849786214,0.5637975163440393,0.020912660973598902,0.24466698878484625,1.6008102057767175,1.944114367639689,0.003027825557210551,2.8895586963777404,1
590.0,0.00225682742161889,0.5638654977302016,0.02091958253861286,0.2447584000570453,1.6122322504372602,1.9467959372539663,0.0027397060168055684,2.8843716202060654,1
600.0,0.002257113245830363,0.5639340588882075,0.02092650882152618,0.24484987347560383,1.623623417883663,1.9493467196889964,0.00247900432943279,2.8529011862133324,1
610.0,0.002257401350040602,0.5640031982130947,0.02093343958976737,0.24494140597730096,1.6349825896533605,1.951773093287912,0.0022431119764847194,3.254140291135012,1
620.0,0.002257691726523562,0.5640729140441149,0.02094037462210603,0.2450329946482725,1.6463087148349194,1.954081125704459,0.0020296672961095086,3.081395755420818,1
630.0,0.002257984367409307,0.5641432046679921,0.020947313708060328,0.24512463671629375,1.6576008068362384,1.9562765884794535,0.0018365341118295798,2.9978797930075065,1
640.0,0.0022582792646936756,0.5642140683221719,0.02095425664739227,0.24521632954409556,1.6688579401613937,1.9583649715782894,0.0016617798020778117,2.7391480887726876,1
650.0,0.0022585764102474254,0.5642855031978905,0.02096120324966605,0.24530807062346213,1.6800792473640807,1.9603514971335776,0.0015036558514501834,3.138616049077264,1
660.0,0.0022588757958252564,0.5643575074432041,0.020968153333714615,0.24539985756825983,1.6912639160371448,1.9622411330253584,0.0013605789043684593,2.9802080391360533,1
670.0,0.0022591774130734945,0.5644300791655721,0.020975106727243297,0.24549168810917843,1.7024111862394393,1.9640386044928526,0.001231117308655906,3.126905008286013,1
680.0,0.002259481253538148,0.5645032164345656,0.020982063266331,0.24558356008723925,1.7135203477983958,1.9657484063056097,0.0011139756512690425,2.957648357397352,1
690.0,0.002259787308672428,0.5645769172843973,0.02098902279505217,0.24567547144876367,1.7245907377884522,1.9673748141430942,0.001007981465358516,2.993066154469472,1
700.0,0.002260095569843772,0.564651179716284,0.02099598516507358,0.24576742024008336,1.7356217381706196,1.9689218952489531,0.0009120736825415469,2.9406847471397537,1
710.0,0.0022604060283403513,0.5647260017006372,0.021002950235321,0.24585940460311093,1.7466127736012684,1.9703935183235397,0.0008252926243552022,3.0326180601192383,1
720.0,0.0022607186753775257,0.5648013811792376,0.02100991787159519,0.24595142277031848,1.7575633092555825,1.971793363350409,0.0007467699860753598,3.2276422256272173,1
730.0,0.002261033502104068,0.56487731606733,0.02101688794623571,0.24604347306029647,1.768472848728114,1.97312493107574,0.0006757196081890133,2.8824544937264207,1
740.0,0.0022613504996076253,0.5649538042554676,0.021023860337804363,0.2461355538736008,1.7793409321795337,1.974391551379514,0.000611430431109866,2.9869724093969277,1
750.0,0.0022616696589202226,0.5650308436113661,0.021030834930791015,0.24622766368885876,1.7901671344715298,1.9755963917000143,0.0005532591274327836,3.0034131561175412,1
760.0,0.0022619909710234125,0.565108431981643,0.021037811615321877,0.2463198010589319,1.8009510634151884,1.9767424649474634,0.0005006236582419038,3.29067004763153,1
770.0,0.00226231442685338,0.56518656719354,0.021044790286873682,0.24641196460715112,1.8116923580350657,1.9778326373470252,0.00045299695462807684,3.1332543230366214,1
780.0,0.0022626400173052547,0.5652652470563816,0.021051770846027256,0.24650415302407494,1.8223906870912576,1.9788696351203485,0.000409902466333492,2.8369483362313543,1
790.0,0.0022629677332376623,0.5653444693631132,0.02105875319821101,0.24659636506411073,1.833045747522463,1.9798560515227535,0.0003709089867456887,2.867316284651975,1
800.0,0.0022632975654769674,0.565424231891737,0.02106573725346274,0.2466885995423751,1.843657262990881,1.9807943534219776,0.00033562621237224636,3.17200901964656,1
810.0,0.0022636295048211923,0.5655045324066382,0.021072722926206953,0.24678085533176078,1.8542249825320716,1.9816868874043576,0.0003037009553076025,3.026694384214979,1
820.0,0.002263963542043689,0.5655853686598306,0.02107971013504595,0.24687313136018504,1.8647486792851944,1.982535885519135,0.0002748137597173975,2.9809308054385193,1
830.0,0.002264299667896748,0.5656667383921801,0.02108669880255173,0.2469654266078505,1.8752281492431913,1.9833434709329318,0.0002486755892646328,3.243093294497458,1
840.0,0.0022646378731150927,0.56574863933459,0.021093688855067228,0.2470577401046265,1.8856632100418163,1.984111663409345,0.00022502474320645752,3.2193655420941245,1
850.0,0.002264978148418913,0.5658310692090326,0.021100680222530255,0.24715007092773084,1.8960536998976836,1.98484238411758,0.00020362453504984884,3.256467960329706,1
860.0,0.00226532048451695,0.5659140257295975,0.021107672838296822,0.24724241819940132,1.906399476530628,1.9855374605116902,0.00018426081753482911,3.057458269176913,1
870.0,0.002265664872109363,0.5659975066034679,0.021114666638973805,0.24733478108469273,1.9167004161556451,1.9861986308965267,0.0001667398392379527,3.1426189333529537,1
880.0,0.0022660113018905625,0.566081509531886,0.021121661564254754,0.24742715878931362,1.9269564124867764,1.9868275489398841,0.00015088615433859754,3.3831722216782323,1
890.0,0.0022663597645516047,0.5661660322109691,0.021128657556778428,0.2475195505577644,1.9371673758852583,1.987425787535054,0.00013654113237273049,2.791124218643614,1
900.0,0.002266710250782713,0.5662510723325723,0.02113565456198126,0.24761195567139344,1.9473332324639012,1.9879948428604233,0.0001235612364612765,3.1772602673635983,1
910.0,0.0022670627512756335,0.566336627585092,0.021142652527958522,0.24770437344656807,1.957453923248122,1.9885361381839666,0.00011181653833063926,2.796112492852628,1
920.0,0.002267417256725777,0.5664226956542001,0.02114965140533678,0.24779680323299508,1.967529403404438,1.9890510273639388,0.00010118947562781202,2.79524368400386,1
930.0,0.0022677737578342522,0.5665092742235428,0.021156651147152126,0.24788924441211682,1.9775596415058743,1.9895407981832955,9.157370868267769e-05,3.15337131101722,1
940.0,0.0022681322453098484,0.5665963609754182,0.021163651708731503,0.24798169639554848,1.9875446188151906,1.990006675603854,8.287302473967026e-05,3.085132571309789,1
950.0,0.002268492709870949,0.5666839535914362,0.021170653047577266,0.24807415862355736,1.9974843285874633,1.9904498249332816,7.500030770670534e-05,2.9898962923807972,1
960.0,0.002268855142247133,0.5667720497530706,0.021177655123268954,0.24816663056376898,2.007378775477633,1.9908713545193117,6.787681397647127e-05,3.0581310169371503,1
970.0,0.002269219533180772,0.5668606471422106,0.021184657897365084,0.24825911170987414,2.017227974948306,1.9912723184427705,6.143141738192006e-05,3.04698919507767,1
980.0,0.002269585873429151,0.5669497434418876,0.02119166133327687,0.248351601579965,2.027031952506785,1.9916537199798403,5.559940114663719e-05,2.8435776589623636,1
990.0,0.0022699541537648236,0.5670393363364125,0.021198665396236712,0.24844409971612058,2.036790743518935,1.9920165124659925,5.032279310475386e-05,3.3435538515515293,1
1000.0,0.0022703243649789253,0.5671294235124985,0.021205670053107983,0.24853660568190117,2.046504392056846,1.9923616045121442,4.5548118602903186e-05,2.8544241036390745,1
1010.0,0.002270696497879794,0.5672200026588207,0.021212675272446906,0.2486291190631636,2.0561729512810323,1.992689858308431,4.1228178399403735e-05,3.0459275047184087,1
